Instrument in Sequence,1 - 34461A - USB0::0x2A8D::0x1301::MY57212367::0::INSTR,,,,,,,,,,
2022-12-02 10:17:58.895,216,,,3,,,1.3,4.2087129E-07,1.29851554,,
2022-12-02 10:18:01.203,217,,,3,,,1.35,4.2505433E-07,1.34842579,,
2022-12-02 10:18:03.300,218,,,3,,,1.4,4.31879096E-07,1.39843924,,
2022-12-02 10:18:05.563,219,,,3,,,1.45,4.36133323E-07,1.44856971,,
2022-12-02 10:18:07.830,220,,,3,,,1.5,4.41693486E-07,1.49853332,,
2022-12-02 10:18:09.975,221,,,3,,,1.55,4.45774108E-07,1.54852279,,
2022-12-02 10:18:12.243,222,,,3,,,1.6,4.50684404E-07,1.59854653,,
2022-12-02 10:18:14.524,223,,,3,,,1.65,4.55161606E-07,1.64852426,,
2022-12-02 10:18:16.681,224,,,3,,,1.7,4.60380991E-07,1.6983756,,
2022-12-02 10:18:18.952,225,,,3,,,1.75,4.67297152E-07,1.74836713,,
2022-12-02 10:18:21.216,226,,,3,,,1.8,4.71271453E-07,1.79835201,,
2022-12-02 10:18:23.410,227,,,3,,,1.85,4.77167343E-07,1.84837383,,
2022-12-02 10:18:25.713,228,,,3,,,1.9,4.80957018E-07,1.8982735,,
2022-12-02 10:18:27.999,229,,,3,,,1.95,4.86615465E-07,1.94832978,,
2022-12-02 10:18:30.186,230,,,3,,,2,4.91284643E-07,1.9983258,,
2022-12-02 10:18:32.356,231,,,3,,,2.05,4.96335245E-07,2.04835889,,
2022-12-02 10:18:34.647,232,,,3,,,2.1,5.01787021E-07,2.09826223,,
2022-12-02 10:18:36.914,233,,,3,,,2.15,5.05374846E-07,2.14827055,,
2022-12-02 10:18:39.061,234,,,3,,,2.2,5.11512542E-07,2.19801617,,
2022-12-02 10:18:41.340,235,,,3,,,2.25,5.14693223E-07,2.24807727,,
2022-12-02 10:18:43.643,236,,,3,,,2.3,5.21653933E-07,2.29809976,,
2022-12-02 10:18:45.836,237,,,3,,,2.35,5.25512498E-07,2.34806678,,
2022-12-02 10:18:48.099,238,,,3,,,2.4,5.31494961E-07,2.39806226,,
2022-12-02 10:18:50.361,239,,,3,,,2.45,5.3754953E-07,2.44800909,,
2022-12-02 10:18:52.556,240,,,3,,,2.5,5.40952039E-07,2.49806745,,
2022-12-02 10:18:54.803,241,,,3,,,2.55,5.45914461E-07,2.54798828,,
2022-12-02 10:18:57.099,242,,,3,,,2.6,5.50963686E-07,2.5980112,,
2022-12-02 10:18:59.237,243,,,3,,,2.65,5.55969969E-07,2.64810914,,
2022-12-02 10:19:01.483,244,,,3,,,2.7,5.6102103E-07,2.69798053,,
2022-12-02 10:19:03.738,245,,,3,,,2.75,5.65907903E-07,2.74789003,,
2022-12-02 10:19:05.921,246,,,3,,,2.8,5.7158564E-07,2.79776296,,
2022-12-02 10:19:08.057,247,,,3,,,2.85,5.76351724E-07,2.84791651,,
2022-12-02 10:19:10.333,248,,,3,,,2.9,5.80239223E-07,2.89791304,,
2022-12-02 10:19:12.599,249,,,3,,,2.95,5.86802893E-07,2.94792494,,
2022-12-02 10:19:14.717,250,,,3,,,3,5.90370051E-07,2.99780739,,
2022-12-02 10:19:19.446,251,,,4,4,0.01040794,3,,,,
2022-12-02 10:19:22.225,252,,,4,,,0,6.04228321E-07,-0.000838390602,,
2022-12-02 10:19:24.543,253,,,4,,,0.05,6.08248549E-07,0.0491042622,,
2022-12-02 10:19:26.694,254,,,4,,,0.1,6.13239676E-07,0.0987675426,,
2022-12-02 10:19:29.260,255,,,4,,,0.15,6.15718591E-07,0.148692133,,
2022-12-02 10:19:31.411,256,,,4,,,0.2,6.21107676E-07,0.198730961,,
2022-12-02 10:19:33.656,257,,,4,,,0.25,6.27343427E-07,0.248685282,,
2022-12-02 10:19:35.886,258,,,4,,,0.3,6.3044741E-07,0.298678616,,
2022-12-02 10:19:38.097,259,,,4,,,0.35,6.35844303E-07,0.348625632,,
2022-12-02 10:19:40.336,260,,,4,,,0.4,6.41712637E-07,0.398670857,,
2022-12-02 10:19:42.593,261,,,4,,,0.45,6.46801359E-07,0.448637583,,
2022-12-02 10:19:44.842,262,,,4,,,0.5,6.51684557E-07,0.498611293,,
2022-12-02 10:19:47.048,263,,,4,,,0.55,6.55201424E-07,0.548579995,,
2022-12-02 10:19:49.301,264,,,4,,,0.6,6.61203636E-07,0.598621476,,
2022-12-02 10:19:51.663,265,,,4,,,0.65,6.66249646E-07,0.648462067,,
2022-12-02 10:19:53.792,266,,,4,,,0.7,6.70665306E-07,0.698475467,,
2022-12-02 10:19:56.054,267,,,4,,,0.75,6.75373522E-07,0.748417646,,
2022-12-02 10:19:58.349,268,,,4,,,0.8,6.80857906E-07,0.7984616,,
2022-12-02 10:20:00.499,269,,,4,,,0.85,6.85046227E-07,0.848404875,,
2022-12-02 10:20:02.755,270,,,4,,,0.9,6.89886025E-07,0.898142849,,
2022-12-02 10:20:05.018,271,,,4,,,0.95,6.95762396E-07,0.948095262,,
2022-12-02 10:20:07.113,272,,,4,,,1,7.01831891E-07,0.998062969,,
2022-12-02 10:20:09.415,273,,,4,,,1.05,7.06114822E-07,1.04811486,,
2022-12-02 10:20:11.650,274,,,4,,,1.1,7.10480652E-07,1.0980559,,
2022-12-02 10:20:13.915,275,,,4,,,1.15,7.15601982E-07,1.14779246,,
2022-12-02 10:20:16.154,276,,,4,,,1.2,7.20436497E-07,1.19772794,,
2022-12-02 10:20:18.692,277,,,4,,,1.25,7.25823516E-07,1.24810709,,
2022-12-02 10:20:20.850,278,,,4,,,1.3,7.30887207E-07,1.29807821,,
2022-12-02 10:20:23.133,279,,,4,,,1.35,7.35521022E-07,1.34811015,,
2022-12-02 10:20:25.390,280,,,4,,,1.4,7.4084489E-07,1.39797728,,
2022-12-02 10:20:27.506,281,,,4,,,1.45,7.45505342E-07,1.44800694,,
2022-12-02 10:20:29.781,282,,,4,,,1.5,7.49432108E-07,1.49813337,,
2022-12-02 10:20:32.031,283,,,4,,,1.55,7.5632255E-07,1.5481158,,
2022-12-02 10:20:34.173,284,,,4,,,1.6,7.61207815E-07,1.59802199,,
2022-12-02 10:20:36.492,285,,,4,,,1.65,7.64931125E-07,1.64807584,,
2022-12-02 10:20:38.728,286,,,4,,,1.7,7.70511726E-07,1.69794973,,
2022-12-02 10:20:40.854,287,,,4,,,1.75,7.75915278E-07,1.74796986,,
2022-12-02 10:20:43.065,288,,,4,,,1.8,7.81655935E-07,1.79779175,,
2022-12-02 10:20:45.329,289,,,4,,,1.85,7.85292672E-07,1.84789336,,
2022-12-02 10:20:47.587,290,,,4,,,1.9,7.90954794E-07,1.89785657,,
2022-12-02 10:20:49.708,291,,,4,,,1.95,7.95749123E-07,1.94789078,,
2022-12-02 10:20:51.948,292,,,4,,,2,8.00125056E-07,1.99790234,,
2022-12-02 10:20:54.212,293,,,4,,,2.05,8.05186681E-07,2.04795737,,
2022-12-02 10:20:56.328,294,,,4,,,2.1,8.10496772E-07,2.09786043,,
2022-12-02 10:20:58.640,295,,,4,,,2.15,8.16136848E-07,2.14786239,,
2022-12-02 10:21:00.911,296,,,4,,,2.2,8.20334814E-07,2.19768126,,
2022-12-02 10:21:03.053,297,,,4,,,2.25,8.2566718E-07,2.24769945,,
2022-12-02 10:21:05.347,298,,,4,,,2.3,8.30335439E-07,2.29752084,,
2022-12-02 10:21:07.588,299,,,4,,,2.35,8.36409297E-07,2.3476111,,
2022-12-02 10:21:09.730,300,,,4,,,2.4,8.404394E-07,2.3975489,,
2022-12-02 10:21:11.971,301,,,4,,,2.45,8.46004845E-07,2.44764688,,
2022-12-02 10:21:14.235,302,,,4,,,2.5,8.50054237E-07,2.49761828,,
2022-12-02 10:21:16.484,303,,,4,,,2.55,8.5497165E-07,2.54760503,,
2022-12-02 10:21:18.645,304,,,4,,,2.6,8.61529121E-07,2.59750565,,
2022-12-02 10:21:20.883,305,,,4,,,2.65,8.64863428E-07,2.647549,,
2022-12-02 10:21:23.181,306,,,4,,,2.7,8.69507116E-07,2.69757358,,
2022-12-02 10:21:25.305,307,,,4,,,2.75,8.74291571E-07,2.747431,,
2022-12-02 10:21:27.549,308,,,4,,,2.8,8.80589553E-07,2.79735481,,
2022-12-02 10:21:29.803,309,,,4,,,2.85,8.85777937E-07,2.84740797,,
2022-12-02 10:21:31.960,310,,,4,,,2.9,8.89406407E-07,2.89740645,,
2022-12-02 10:21:34.243,311,,,4,,,2.95,8.95362692E-07,2.94735582,,
2022-12-02 10:21:36.503,312,,,4,,,3,9.00166436E-07,2.99724741,,
2022-12-02 10:21:41.235,313,,,5,5,0.01507855,3,,,,
2022-12-02 10:21:43.941,314,,,5,,,0,9.11497798E-07,-0.00118884524,,
2022-12-02 10:21:46.202,315,,,5,,,0.05,9.1400381E-07,0.0487544701,,
2022-12-02 10:21:48.468,316,,,5,,,0.1,9.18022201E-07,0.0984149908,,
2022-12-02 10:21:51.042,317,,,5,,,0.15,9.22258746E-07,0.148341397,,
2022-12-02 10:21:53.312,318,,,5,,,0.2,9.27778264E-07,0.198386306,,
2022-12-02 10:21:55.463,319,,,5,,,0.25,9.30814734E-07,0.248303015,,
2022-12-02 10:21:57.724,320,,,5,,,0.3,9.36830494E-07,0.298315966,,
2022-12-02 10:21:59.984,321,,,5,,,0.35,9.41019734E-07,0.348269394,,
2022-12-02 10:22:02.225,322,,,5,,,0.4,9.45987208E-07,0.398319101,,
2022-12-02 10:22:04.422,323,,,5,,,0.45,9.50782915E-07,0.44827389,,
2022-12-02 10:22:06.644,324,,,5,,,0.5,9.56365354E-07,0.498281303,,
2022-12-02 10:22:08.902,325,,,5,,,0.55,9.60803748E-07,0.548216855,,
2022-12-02 10:22:11.081,326,,,5,,,0.6,9.65763874E-07,0.598253118,,
2022-12-02 10:22:13.356,327,,,5,,,0.65,9.70398836E-07,0.648108979,,
2022-12-02 10:22:15.612,328,,,5,,,0.7,9.75207403E-07,0.69811157,,
2022-12-02 10:22:17.762,329,,,5,,,0.75,9.81055529E-07,0.748066114,,
2022-12-02 10:22:20.021,330,,,5,,,0.8,9.85781887E-07,0.798113179,,
2022-12-02 10:22:22.278,331,,,5,,,0.85,9.89020665E-07,0.848053366,,
2022-12-02 10:22:24.410,332,,,5,,,0.9,9.95547594E-07,0.897779067,,
2022-12-02 10:22:26.687,333,,,5,,,0.95,1.00010999E-06,0.947747418,,
2022-12-02 10:22:28.970,334,,,5,,,1,1.00548714E-06,0.997691225,,
2022-12-02 10:22:31.181,335,,,5,,,1.05,1.00956271E-06,1.04774649,,
2022-12-02 10:22:33.471,336,,,5,,,1.1,1.01460252E-06,1.09771116,,
2022-12-02 10:22:35.736,337,,,5,,,1.15,1.01934196E-06,1.14742565,,
2022-12-02 10:22:38.002,338,,,5,,,1.2,1.02413354E-06,1.19734918,,
2022-12-02 10:22:40.546,339,,,5,,,1.25,1.02916531E-06,1.24774191,,
2022-12-02 10:22:42.841,340,,,5,,,1.3,1.03465084E-06,1.2976376,,
2022-12-02 10:22:44.998,341,,,5,,,1.35,1.03960591E-06,1.34769338,,
2022-12-02 10:22:47.305,342,,,5,,,1.4,1.04462437E-06,1.39771512,,
2022-12-02 10:22:49.557,343,,,5,,,1.45,1.04885976E-06,1.44771967,,
2022-12-02 10:22:51.748,344,,,5,,,1.5,1.05419466E-06,1.49768588,,
2022-12-02 10:22:53.998,345,,,5,,,1.55,1.05911574E-06,1.54766646,,
2022-12-02 10:22:56.268,346,,,5,,,1.6,1.06487385E-06,1.59762704,,
2022-12-02 10:22:58.405,347,,,5,,,1.65,1.07003307E-06,1.64773954,,
2022-12-02 10:23:00.657,348,,,5,,,1.7,1.07417639E-06,1.69758107,,
2022-12-02 10:23:02.915,349,,,5,,,1.75,1.07919599E-06,1.74761181,,
2022-12-02 10:23:05.166,350,,,5,,,1.8,1.08409227E-06,1.79753457,,
2022-12-02 10:23:07.323,351,,,5,,,1.85,1.08841218E-06,1.84761452,,
2022-12-02 10:23:09.679,352,,,5,,,1.9,1.09376016E-06,1.89755136,,
2022-12-02 10:23:11.985,353,,,5,,,1.95,1.09935132E-06,1.94752504,,
2022-12-02 10:23:14.115,354,,,5,,,2,1.1017106E-06,1.99752639,,
2022-12-02 10:23:16.378,355,,,5,,,2.05,1.10946791E-06,2.04754333,,
2022-12-02 10:23:18.619,356,,,5,,,2.1,1.11153624E-06,2.09745441,,
2022-12-02 10:23:20.733,357,,,5,,,2.15,1.11937232E-06,2.14745206,,
2022-12-02 10:23:22.967,358,,,5,,,2.2,1.12268504E-06,2.19724729,,
2022-12-02 10:23:25.231,359,,,5,,,2.25,1.12979639E-06,2.24728483,,
2022-12-02 10:23:27.376,360,,,5,,,2.3,1.13301267E-06,2.29721856,,
2022-12-02 10:23:29.636,361,,,5,,,2.35,1.13981998E-06,2.34729934,,
2022-12-02 10:23:31.885,362,,,5,,,2.4,1.1443477E-06,2.39730145,,
2022-12-02 10:23:34.053,363,,,5,,,2.45,1.14952667E-06,2.44727443,,
2022-12-02 10:23:36.251,364,,,5,,,2.5,1.15250389E-06,2.4972327,,
2022-12-02 10:23:38.493,365,,,5,,,2.55,1.15733244E-06,2.54717295,,
2022-12-02 10:23:40.761,366,,,5,,,2.6,1.16434551E-06,2.59710394,,
2022-12-02 10:23:42.928,367,,,5,,,2.65,1.16791611E-06,2.64722852,,
2022-12-02 10:23:45.174,368,,,5,,,2.7,1.17424578E-06,2.6972231,,
2022-12-02 10:23:47.457,369,,,5,,,2.75,1.17927066E-06,2.74710626,,
2022-12-02 10:23:49.611,370,,,5,,,2.8,1.18318205E-06,2.79703193,,
2022-12-02 10:23:51.871,371,,,5,,,2.85,1.18620451E-06,2.84704338,,
2022-12-02 10:23:54.118,372,,,5,,,2.9,1.19223382E-06,2.89697831,,
2022-12-02 10:23:56.309,373,,,5,,,2.95,1.19886638E-06,2.94695449,,
2022-12-02 10:23:58.558,374,,,5,,,3,1.20384786E-06,2.99690607,,
2022-12-02 10:24:03.310,375,,,6,6,0.0197302,3,,,,
2022-12-02 10:24:06.150,376,,,6,,,0,1.19270457E-06,-0.0014886379,,
2022-12-02 10:24:08.310,377,,,6,,,0.05,1.19415564E-06,0.0484420944,,
2022-12-02 10:24:10.571,378,,,6,,,0.1,1.19901771E-06,0.0981123979,,
2022-12-02 10:24:13.070,379,,,6,,,0.15,1.20337688E-06,0.148030131,,
2022-12-02 10:24:15.278,380,,,6,,,0.2,1.20687262E-06,0.198073878,,
2022-12-02 10:24:17.556,381,,,6,,,0.25,1.2119703E-06,0.247996455,,
2022-12-02 10:24:19.811,382,,,6,,,0.3,1.21673982E-06,0.298000996,,
2022-12-02 10:24:21.955,383,,,6,,,0.35,1.22096994E-06,0.347940427,,
2022-12-02 10:24:24.219,384,,,6,,,0.4,1.22569239E-06,0.398000308,,
2022-12-02 10:24:26.531,385,,,6,,,0.45,1.23011219E-06,0.447951208,,
2022-12-02 10:24:28.677,386,,,6,,,0.5,1.23665381E-06,0.497953305,,
2022-12-02 10:24:30.943,387,,,6,,,0.55,1.24006022E-06,0.547900325,,
2022-12-02 10:24:33.212,388,,,6,,,0.6,1.24565185E-06,0.597933339,,
2022-12-02 10:24:35.367,389,,,6,,,0.65,1.25029232E-06,0.647774834,,
2022-12-02 10:24:37.626,390,,,6,,,0.7,1.25489743E-06,0.697797915,,
2022-12-02 10:24:39.875,391,,,6,,,0.75,1.26137499E-06,0.747737864,,
2022-12-02 10:24:42.071,392,,,6,,,0.8,1.26481654E-06,0.797772624,,
2022-12-02 10:24:44.341,393,,,6,,,0.85,1.26960995E-06,0.847705276,,
2022-12-02 10:24:46.625,394,,,6,,,0.9,1.27503876E-06,0.897460971,,
2022-12-02 10:24:48.876,395,,,6,,,0.95,1.27956258E-06,0.947406565,,
2022-12-02 10:24:51.111,396,,,6,,,1,1.28467426E-06,0.997365464,,
2022-12-02 10:24:53.355,397,,,6,,,1.05,1.28840928E-06,1.04742275,,
2022-12-02 10:24:55.587,398,,,6,,,1.1,1.29348836E-06,1.09736478,,
2022-12-02 10:24:57.727,399,,,6,,,1.15,1.29874954E-06,1.14708365,,
2022-12-02 10:24:59.991,400,,,6,,,1.2,1.3037611E-06,1.19702057,,
2022-12-02 10:25:02.442,401,,,6,,,1.25,1.30794644E-06,1.24735429,,
2022-12-02 10:25:04.707,402,,,6,,,1.3,1.31369996E-06,1.29736035,,
2022-12-02 10:25:06.947,403,,,6,,,1.35,1.3175514E-06,1.34734179,,
2022-12-02 10:25:09.067,404,,,6,,,1.4,1.32316714E-06,1.39733192,,
2022-12-02 10:25:11.371,405,,,6,,,1.45,1.32925064E-06,1.44735786,,
2022-12-02 10:25:13.628,406,,,6,,,1.5,1.33367273E-06,1.49733815,,
2022-12-02 10:25:15.752,407,,,6,,,1.55,1.33667797E-06,1.54730179,,
2022-12-02 10:25:18.016,408,,,6,,,1.6,1.34189804E-06,1.59744324,,
2022-12-02 10:25:20.294,409,,,6,,,1.65,1.34894785E-06,1.64743896,,
2022-12-02 10:25:22.540,410,,,6,,,1.7,1.35199557E-06,1.69720468,,
2022-12-02 10:25:24.690,411,,,6,,,1.75,1.35893355E-06,1.74722864,,
2022-12-02 10:25:26.934,412,,,6,,,1.8,1.36303668E-06,1.79714242,,
2022-12-02 10:25:29.184,413,,,6,,,1.85,1.36847605E-06,1.8473146,,
2022-12-02 10:25:31.889,414,,,6,,,1.9,1.37201565E-06,1.8971787,,
2022-12-02 10:25:34.166,415,,,6,,,1.95,1.37737856E-06,1.94725215,,
2022-12-02 10:25:36.429,416,,,6,,,2,1.38237749E-06,1.99727792,,
2022-12-02 10:25:38.564,417,,,6,,,2.05,1.38564819E-06,2.04715236,,
2022-12-02 10:25:40.806,418,,,6,,,2.1,1.39252968E-06,2.09716687,,
2022-12-02 10:25:43.105,419,,,6,,,2.15,1.39689941E-06,2.14708266,,
2022-12-02 10:25:45.225,420,,,6,,,2.2,1.40257347E-06,2.19689908,,
2022-12-02 10:25:47.485,421,,,6,,,2.25,1.40750122E-06,2.24691688,,
2022-12-02 10:25:49.745,422,,,6,,,2.3,1.4118E-06,2.29679905,,
2022-12-02 10:25:51.903,423,,,6,,,2.35,1.41630981E-06,2.34694454,,
2022-12-02 10:25:54.148,424,,,6,,,2.4,1.42242179E-06,2.39681966,,
2022-12-02 10:25:56.402,425,,,6,,,2.45,1.42694813E-06,2.44689354,,
2022-12-02 10:25:58.580,426,,,6,,,2.5,1.43095091E-06,2.49669539,,
2022-12-02 10:26:00.781,427,,,6,,,2.55,1.43595443E-06,2.54680921,,
2022-12-02 10:26:03.038,428,,,6,,,2.6,1.44162505E-06,2.59682426,,
2022-12-02 10:26:05.267,429,,,6,,,2.65,1.44672411E-06,2.64677146,,
2022-12-02 10:26:07.401,430,,,6,,,2.7,1.45087132E-06,2.69679316,,
2022-12-02 10:26:09.679,431,,,6,,,2.75,1.45541512E-06,2.74662911,,
2022-12-02 10:26:11.930,432,,,6,,,2.8,1.46222381E-06,2.79663756,,
2022-12-02 10:26:14.101,433,,,6,,,2.85,1.46697773E-06,2.84676797,,
2022-12-02 10:26:16.368,434,,,6,,,2.9,1.47052468E-06,2.89669444,,
2022-12-02 10:26:18.663,435,,,6,,,2.95,1.47674183E-06,2.94664039,,
2022-12-02 10:26:20.808,436,,,6,,,3,1.481755E-06,2.99661308,,
2022-12-02 10:26:22.219,437,,,6,,,3,,,0,
2022-12-02 10:26:23.634,438,,,,,,,,,,0
